StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,student,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,relstat,relstat_5_TEXT,ltmInterest,race_1,race_2,race_3,race_4,race_5,race_6,race_8,religion,politics,international,previousParticipant ,poliDQ_1,poliDQ_2,poliDQ_3,poliDQ_4,poliDQ_5,poliDQ_6,poliDQ_7,ageDQ_1,ageDQ_2,ageDQ_3,ageDQ_4,ageDQ_5,ageDQ_6,ageDQ_7,raceDQ_1,raceDQ_2,raceDQ_3,raceDQ_4,raceDQ_5,raceDQ_6,religionDQ_1,religionDQ_2,religionDQ_3,religionDQ_4,religionDQ_5,religionDQ_6,religionDQ_7,religionDQ_8,religionDQ_9,religionDQ_10,religionDQ_11,internationalDQ_1,internationalDQ_2,idealAffection1,idealAffection2,idealAmbition1,idealAmbition2,idealArtistic1,idealArtistic2,idealDisposition1,idealDisposition2,idealFamily1,idealFamily2,idealHealth1,idealHealth2,idealHumor1,idealHumor2,idealIntelligent1,idealIntelligent2,idealKind1,idealKind2,idealParenting1,idealParenting2,idealPhysatt1,idealPhysatt2,idealReligious1,idealReligious2,idealResources1,idealResources2,idealSexy1,idealSexy2,idealStatus1,idealStatus2,selfAffectionate1,selfAffectionate2,selfAmbition1,selfAmbition2,selfArtistic1,selfArtistic2,selfDisposition1,selfDisposition2,selfFamily1,selfFamily2,selfHealth1,selfHealth2,selfHumor1,selfHumor2,selfIntelligent1,selfIntelligent2,selfKind1,selfKind2,selfParenting1,selfParenting2,selfPhysatt1,selfPhysatt2,selfReligious1,selfReligious2,selfResources1,selfResources2,selfSexy1,selfSexy2,selfStatus1,selfStatus2,p
1/6/2025 17:47,1/6/2025 17:53,0,169.231.176.122,23,378,0,1/13/2025 17:53,R_3vdLr5BjIMjA99M,,,,,34.4265,-119.8631,qr,EN,1,20,0,3,,0,,1,,1,,,,,,1,,11,6,1,0,,,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24922657
1/6/2025 17:54,1/6/2025 18:05,0,169.231.176.122,93,699,0,1/13/2025 18:05,R_3ccL25O77BnG8wf,,,,,34.4265,-119.8631,qr,EN,1,20,0,3,,0,,1,,1,,,,,,1,,11,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10,9,8,9,9,8,7,7,8,8,9,8,10,9,9,8,6,7,10,8,1,2,7,10,8,7,9,9,9,8,9,10,9,9,10,6,9,10,7,7,9,7,9,7,7,9,6,8,10,9,1,1,9,9,8,6,9,9,f24203175
1/13/2025 17:58,1/13/2025 19:01,0,184.187.169.190,100,3761,1,1/13/2025 19:01,R_6LZzzj6D1WPkS6R,,,,,34.4265,-119.8631,qr,EN,2,26,1,3,,1,,1,,1,1,,,,,,,11,5,0,0,,,1,1,1,1,,,,1,1,1,1,,1,,1,,,1,,,,,1,,,,,1,1,1,,7,7,6,6,6,6,7,7,6,6,7,8,7,7,6,7,7,8,8,7,11,10,1,1,7,6,7,8,7,6,9,6,11,11,5,5,6,5,5,7,7,7,6,3,11,6,7,6,7,6,7,7,1,1,6,7,1,6,11,6,f24386157
1/6/2025 19:59,1/6/2025 20:03,0,68.108.255.221,62,281,0,1/13/2025 20:04,R_3dm7mDKLLfuCave,,,,,34.4216,-119.7068,qr,EN,1,20,0,3,,0,,1,,2,1,,,,,,,11,6,0,0,,,,,,1,,,,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,11,9,11,8,8,9,8,6,6,6,11,9,9,8,11,8,6,6,7,6,1,1,8,8,11,6,9,11,f24297965
1/6/2025 20:11,1/6/2025 20:14,0,47.155.219.91,16,162,0,1/13/2025 20:14,R_1OU1LKN1fgoI3YL,,,,,34.4216,-119.7068,qr,EN,1,21,0,1,,0,,1,,1,,,1,,,,,11,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24868312
1/13/2025 21:50,1/13/2025 22:02,0,184.187.167.122,100,664,1,1/13/2025 22:02,R_6tdGSpdjciAh32h,,,,,34.4265,-119.8631,qr,EN,1,20,0,1,,1,,1,,1,1,,,,,,,10,6,0,0,,,1,1,1,1,1,,1,1,1,1,,,1,,1,1,1,1,,1,,1,1,1,,1,,1,1,1,,6,6,6,6,9,8,7,8,7,6,7,7,7,6,7,7,6,8,2,4,7,6,7,2,7,7,6,6,6,7,9,6,6,7,9,9,8,7,9,9,6,6,8,8,7,7,6,7,1,7,8,8,1,1,8,7,6,6,7,6,f24316671
1/13/2025 22:11,1/13/2025 22:36,0,184.187.167.122,100,1490,1,1/13/2025 22:36,R_5o1EIf0wVjSmdoY,,,,,34.4265,-119.8631,qr,EN,1,20,1,3,,1,,1,,1,1,,,,,,,12,5,0,0,,,1,1,1,1,,,1,1,1,1,,,1,,1,,,1,,1,,,,,,1,,1,1,1,,8,9,8,8,8,9,8,6,6,8,8,8,8,8,7,7,7,8,7,5,7,7,5,4,7,8,6,7,8,6,9,9,8,7,8,8,7,8,4,7,8,8,9,7,7,8,5,5,6,4,6,6,1,2,5,8,6,8,8,8,f24480688
1/13/2025 23:03,1/13/2025 23:18,0,184.187.167.122,100,903,1,1/13/2025 23:18,R_7LZjxKjdRIeWq8V,,,,,34.4265,-119.8631,qr,EN,1,20,1,3,,1,,1,,1,,,,,,1,,11,7,0,0,,,,,,1,1,,1,1,1,1,,,1,,,,1,1,1,1,,,1,,1,1,1,1,1,1,1,8,8,6,6,6,9,9,9,7,7,9,8,10,7,8,9,10,10,6,7,10,8,4,3,7,8,7,6,7,7,7,8,5,5,6,7,9,9,9,9,9,9,8,8,9,9,9,9,7,7,7,8,4,3,8,8,5,5,8,8,f24734101
1/14/2025 10:55,1/14/2025 11:06,0,174.194.195.9,100,654,1,1/14/2025 11:06,R_7G21pOPM3wV94pK,,,,,37.6403,-122.0667,qr,EN,1,19,0,3,,0,,1,,1,,,,,,1,,11,6,0,0,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10,10,8,9,4,8,9,9,6,6,9,9,8,10,8,8,9,10,8,8,8,8,4,3,6,6,9,9,9,8,10,10,9,10,10,10,10,10,9,10,10,10,10,11,9,8,9,11,10,7,9,9,5,2,7,9,2,9,10,10,f2415801
1/7/2025 12:24,1/7/2025 12:24,0,169.231.240.29,1,28,0,1/14/2025 12:24,R_32mMEiwMHXRCJ47,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24850134
1/14/2025 12:31,1/14/2025 12:40,0,169.231.240.175,100,550,1,1/14/2025 12:40,R_7IpdUmVddaIk7c3,,,,,34.4265,-119.8631,qr,EN,1,20,1,2,,1,,1,,1,,,1,,,1,,2,7,0,0,,,,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,9,9,10,8,5,8,9,9,6,6,8,7,10,10,8,9,8,8,4,4,8,6,6,2,6,8,7,8,8,7,10,10,9,8,5,7,9,8,3,3,5,6,8,10,9,10,7,8,6,3,9,7,8,4,6,7,7,8,9,9,f2450395
1/7/2025 13:23,1/7/2025 13:23,0,169.231.101.232,1,12,0,1/14/2025 13:23,R_7h4TvIXq7YZJUoV,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24538766
1/7/2025 13:59,1/7/2025 13:59,0,108.147.196.76,1,12,0,1/14/2025 13:59,R_1EfGkF7cLnmPok1,,,,,33.7256,-117.9119,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24673260
1/14/2025 14:37,1/14/2025 14:44,0,169.231.17.202,100,423,1,1/14/2025 14:44,R_74IVpPytORHooSB,,,,,34.0511,-118.3324,qr,EN,1,19,0,3,,0,,1,,1,,,1,,,,,11,7,0,0,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,,11,6,11,11,3,5,6,6,6,11,6,6,11,11,11,11,11,11,11,11,11,11,6,4,11,11,6,6,11,11,11,9,11,11,11,11,11,11,11,11,6,6,11,11,11,11,11,11,11,11,9,9,3,1,11,11,8,6,11,11,f24593631
1/14/2025 14:41,1/14/2025 14:47,0,169.231.169.214,100,349,1,1/14/2025 14:47,R_3LcJ17OOAelpB80,,,,,34.4265,-119.8631,qr,EN,1,19,1,4,"Bi, prefer to be matched with a male",1,,1,,1,,,,,1,1,,11,6,0,0,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,9,7,9,9,5,7,9,9,6,6,8,8,9,8,8,8,8,9,9,9,9,7,3,3,7,8,7,7,7,6,9,8,10,10,5,7,9,10,10,10,8,7,10,9,10,9,8,9,10,9,8,8,4,4,10,8,7,8,7,6,f24902881
1/7/2025 17:08,1/7/2025 17:10,0,169.231.36.51,16,93,0,1/14/2025 17:10,R_7YWbzpx4SVv1Rhq,,,,,34.4265,-119.8631,qr,EN,1,20,1,3,,1,,1,,1,1,,,,,,,9,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24111774
1/7/2025 18:12,1/7/2025 18:14,0,174.238.15.172,23,151,0,1/14/2025 18:14,R_1TQQE3DxlDjzUgN,,,,,37.6403,-122.0667,qr,EN,1,20,0,1,,0,,1,,1,1,,,,,1,,8,6,0,0,,,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24970896
1/7/2025 18:21,1/7/2025 18:21,0,24.252.228.217,1,17,0,1/14/2025 18:22,R_3t6d1drkDty78qP,,,,,34.4398,-119.7315,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24736149
1/7/2025 18:18,1/7/2025 18:35,0,172.226.7.120,62,1063,0,1/14/2025 18:35,R_1EYkfmz3pGzFuHz,,,,,34.4272,-119.7059,qr,EN,1,22,0,5,,0,,1,,2,1,,,,,,,12,4,0,0,,,1,1,1,1,,,,,,1,1,,1,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,8,8,8,8,6,6,9,8,8,6,7,8,6,8,8,8,10,10,9,8,8,8,6,6,7,8,6,6,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24352013
1/7/2025 19:28,1/7/2025 19:30,0,169.231.208.147,16,112,0,1/14/2025 19:30,R_3dAYwrXEHsHQ4Ab,,,,,34.4265,-119.8631,qr,EN,1,21,0,1,,0,,1,,1,,,,,,1,,11,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24196951
1/7/2025 19:29,1/7/2025 19:30,0,169.231.49.143,16,93,0,1/14/2025 19:30,R_71XAJgrf2gQzWg1,,,,,34.4265,-119.8631,qr,EN,1,19,0,1,,0,,1,,1,,,1,,,,,12,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2460977
1/10/2025 13:49,1/14/2025 21:15,0,169.231.73.132,100,372350,1,1/14/2025 21:15,R_5D2j2QCkAzwbsAx,,,,,34.4265,-119.8631,qr,EN,2,32,1,3,,1,,1,,1,1,,,,,,,9,6,1,0,,,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,,,1,1,8,8,9,6,8,8,8,10,9,10,9,9,8,8,7,7,8,9,8,8,7,10,8,7,8,7,9,9,7,9,9,9,8,10,7,8,8,7,8,10,8,9,9,7,8,9,9,8,6,7,8,7,7,8,9,8,10,8,7,8,f24412958
1/14/2025 21:06,1/14/2025 21:33,0,172.56.187.247,100,1597,1,1/14/2025 21:33,R_1QcdQbo6ecKs6Ln,,,,,34.2529,-118.418,qr,EN,1,19,0,1,,0,,1,,2,,,,,,1,,12,7,0,0,,,,,,1,1,,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,,8,9,7,6,6,6,9,8,6,6,6,7,9,8,6,6,7,9,5,5,7,8,2,2,6,8,10,8,7,6,6,9,6,6,6,6,8,8,7,6,6,6,8,7,6,6,6,8,5,6,7,7,1,1,6,7,8,8,6,5,f24861615
1/7/2025 14:55,1/8/2025 0:04,0,172.56.120.79,23,32932,0,1/15/2025 0:04,R_6eFSkAN1YZJqSnH,,,,,34.2166,-118.6028,qr,EN,1,19,0,3,,0,,1,,1,1,,,,,,,10,6,0,0,,,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24770212
1/15/2025 10:34,1/15/2025 10:46,0,169.231.211.84,100,750,1,1/15/2025 10:46,R_1a3HYpPmLin88Mx,,,,,34.4265,-119.8631,qr,EN,1,18,0,3,,0,,1,,1,,,,,,1,,1,6,0,0,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,6,7,5,6,6,7,7,6,8,6,7,8,8,9,6,8,6,6,8,8,6,3,6,6,7,6,8,9,8,7,8,8,6,7,7,7,10,9,8,7,8,7,7,8,9,8,7,7,8,8,5,6,6,7,7,6,8,7,f2423253
1/15/2025 10:34,1/15/2025 10:47,0,169.231.240.52,100,757,1,1/15/2025 10:47,R_70dkgCD0T6BIC3i,,,,,34.4265,-119.8631,qr,EN,1,18,0,3,,0,,1,,1,,,,,,1,,11,6,0,0,,,,,1,1,1,1,1,,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,7,7,9,8,6,6,8,8,7,8,7,8,9,9,8,7,8,8,7,7,8,8,2,2,9,8,7,7,7,7,7,8,8,9,5,6,9,8,7,10,7,7,9,9,8,7,6,8,7,7,7,7,2,2,7,8,6,6,7,7,f24327932
1/15/2025 10:50,1/15/2025 10:54,0,174.227.190.121,100,263,1,1/15/2025 10:54,R_70hIOoph6eOozwC,,,,,37.722,-122.1643,qr,EN,1,22,0,3,,0,,1,,1,,,,,,1,,10,6,0,0,,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,6,6,11,6,6,6,11,6,4,6,8,6,11,11,11,11,11,11,11,6,11,11,2,1,11,11,11,11,11,9,6,4,10,11,5,6,6,9,9,7,8,7,11,11,11,9,8,11,11,7,9,9,1,1,10,9,11,11,11,9,f24832670
1/8/2025 10:50,1/8/2025 10:57,0,172.56.181.185,23,418,0,1/15/2025 10:57,R_1E9MJNGLUhC4Mzn,,,,,34.0528,-117.6648,qr,EN,1,19,0,1,,2,,1,,,1,,,,,,,10,7,0,0,,,,,1,1,1,,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24517208
1/8/2025 13:13,1/8/2025 13:14,0,172.56.122.222,16,98,0,1/15/2025 13:14,R_7LnGZjgFB1p3GjT,,,,,34.2166,-118.6028,qr,EN,1,19,1,3,,1,,1,,1,,,,,,1,,11,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24114336
1/15/2025 13:31,1/15/2025 13:42,0,172.56.180.16,100,667,1,1/15/2025 13:42,R_7wJBEjIIzir7bH3,,,,,34.0062,-117.4432,qr,EN,1,19,0,3,,0,,1,,1,1,,,,,1,,11,6,0,0,,,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,7,6,8,8,7,7,8,7,7,7,8,8,8,7,8,8,7,7,7,8,8,8,3,3,7,8,7,6,9,8,6,5,7,7,7,7,6,6,5,6,8,7,8,6,7,5,6,6,7,6,8,8,2,2,6,6,2,4,7,6,f24187223
1/8/2025 14:02,1/8/2025 14:04,0,174.193.198.130,16,65,0,1/15/2025 14:04,R_7qfx33Dz1rw8mws,,,,,34.4216,-119.7068,qr,EN,1,22,0,3,,0,,1,,1,,,,,1,,,11,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24828313
1/8/2025 14:02,1/8/2025 14:04,0,169.231.211.130,16,127,0,1/15/2025 14:04,R_7CZuo0Dvt8iNMAh,,,,,34.4265,-119.8631,qr,EN,1,21,0,3,,0,,1,,1,,,,,,1,,12,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24148515
1/15/2025 14:01,1/15/2025 14:10,0,47.159.146.106,100,569,1,1/15/2025 14:10,R_6sZRDVxmmu8gqm2,,,,,34.4398,-119.7315,qr,EN,1,20,1,3,,1,,1,,1,,,,,,1,,1,3,0,0,,1,1,1,1,1,,,1,1,1,,,,1,1,1,,,1,1,1,1,,,,,,,1,1,1,,10,9,10,9,9,9,6,8,9,9,9,8,9,9,7,6,8,8,6,8,8,8,7,4,6,8,7,8,6,7,8,8,9,8,9,10,8,9,10,10,8,7,8,9,8,8,8,9,6,7,8,8,7,5,6,9,7,8,9,8,f24147575
1/15/2025 14:58,1/15/2025 15:06,0,169.231.179.208,100,518,1,1/15/2025 15:06,R_3yeXoo2DmATAH56,,,,,34.4265,-119.8631,qr,EN,1,19,0,3,,0,,1,,1,1,,,,,1,,2,5,0,0,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,10,10,9,7,7,7,9,7,7,6,7,6,10,10,7,8,8,10,7,8,8,7,7,6,8,8,10,10,9,10,9,7,7,6,3,9,10,10,4,8,4,3,10,7,5,4,7,9,8,8,7,3,6,3,4,7,2,10,9,7,f24484299
1/8/2025 15:17,1/8/2025 15:21,0,166.196.75.35,54,220,0,1/15/2025 15:21,R_3v8Vo4h6hLuwkZX,,,,,34.0251,-118.1556,qr,EN,1,18,0,1,,0,,1,,1,1,,,,,,,12,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,8,8,7,7,7,7,8,7,6,9,8,9,7,5,8,5,7,8,8,2,2,6,7,7,9,8,7,f24324322
1/15/2025 16:39,1/15/2025 16:56,0,47.159.146.106,100,965,1,1/15/2025 16:56,R_3OewGyR9qy1hab9,,,,,34.4398,-119.7315,qr,EN,1,18,1,3,,1,,1,,1,,,1,,,,,10,7,0,0,,,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,,7,7,7,7,7,7,7,7,6,6,6,6,9,8,8,8,6,8,7,7,7,6,3,4,4,6,6,6,7,7,8,5,8,8,8,8,9,8,11,11,9,9,7,7,7,7,6,10,9,9,5,8,2,1,5,6,5,4,6,8,f24275843
1/15/2025 17:48,1/15/2025 17:55,0,184.187.170.10,100,390,1,1/15/2025 17:55,R_3oKAdO35Shu44IV,,,,,34.4265,-119.8631,qr,EN,1,20,0,3,,0,,1,,1,,,,,,1,,11,5,0,0,,,,,1,1,1,,,1,1,,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,,10,6,9,8,7,7,9,8,8,8,8,8,10,9,9,6,6,10,9,9,9,9,1,1,9,7,9,8,9,8,9,6,8,6,8,7,6,6,9,9,8,9,10,8,7,7,8,8,9,9,7,8,1,1,6,7,8,8,8,7,f24980714
1/8/2025 18:26,1/8/2025 18:27,0,169.231.241.20,1,39,0,1/15/2025 18:27,R_31FHDJniO8rkzD0,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24956710
1/15/2025 18:24,1/15/2025 18:41,0,47.159.146.106,100,1041,1,1/15/2025 18:41,R_1Grgw280a0BLRLx,,,,,34.4398,-119.7315,qr,EN,1,20,1,3,,1,,1,,1,1,,,,,,,10,5,0,0,,,1,1,1,1,,,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,8,8,9,7,6,7,7,8,7,6,7,7,8,7,7,8,7,8,8,8,8,7,4,5,7,7,5,8,7,7,8,8,9,8,7,7,7,6,7,8,8,7,8,7,9,9,7,7,8,8,7,7,3,2,7,8,7,8,8,8,f24118531
1/15/2025 18:48,1/15/2025 19:04,0,47.159.146.106,100,970,1,1/15/2025 19:04,R_5NFp1GsFqnJA6o0,,,,,34.4398,-119.7315,qr,EN,1,21,1,3,,1,,1,,1,,,,,,1,,12,5,1,0,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,8,10,7,8,6,8,8,9,7,8,7,8,9,7,8,7,8,8,8,8,9,8,4,3,6,6,6,7,6,6,9,2,7,9,4,4,6,7,5,7,7,6,11,7,8,8,10,10,9,10,7,7,1,1,9,7,1,7,6,5,f24377898
1/14/2025 16:30,1/15/2025 21:22,0,169.231.20.195,100,103910,1,1/15/2025 21:22,R_3rvycC69rYWtTh3,,,,,37.5625,-122.0004,qr,EN,1,23,1,3,,1,,1,,1,,,,,,1,,11,3,0,0,,1,1,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,6,8,7,9,6,6,8,8,6,6,7,7,8,6,8,7,7,8,7,8,7,6,4,4,6,7,6,8,7,7,7,8,8,7,4,6,7,8,9,10,7,7,6,6,8,9,5,6,6,7,6,5,3,1,7,7,6,7,6,7,f24713220
1/7/2025 13:12,1/8/2025 22:32,0,68.108.255.221,54,119974,0,1/15/2025 22:32,R_5UDfDjiXTmA5qvf,,,,,34.4398,-119.7315,qr,EN,1,20,0,3,,0,,1,,1,1,,,,,1,,10,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,7,8,6,6,8,10,6,6,7,7,8,8,8,8,9,11,8,10,7,8,3,2,7,6,8,7,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24986156
1/15/2025 22:00,1/15/2025 23:01,0,169.231.92.101,100,3672,1,1/15/2025 23:01,R_3Kpff5M01zgdDCJ,,,,,34.4265,-119.8631,qr,EN,1,24,1,3,,1,,1,,1,,1,,,,1,,11,7,0,1,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,6,7,6,7,7,7,7,7,6,6,7,7,6,6,7,7,7,7,6,6,6,6,1,5,7,6,6,7,7,6,7,8,7,7,8,7,5,6,7,6,7,8,7,5,7,8,7,8,6,6,6,6,1,1,6,6,4,8,6,6,f24544166
1/9/2025 1:35,1/9/2025 1:35,0,169.231.38.109,1,9,0,1/16/2025 1:35,R_1him1otbGvCvCdv,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24862091
1/9/2025 10:33,1/9/2025 10:33,0,169.231.240.150,1,24,0,1/16/2025 10:33,R_14D5iblf9fVPcDn,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24193475
1/9/2025 11:51,1/9/2025 11:51,0,172.58.115.107,1,16,0,1/16/2025 11:51,R_3g1OjRg2e9m63dD,,,,,33.8358,-117.9063,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24209340
1/9/2025 12:33,1/9/2025 12:33,0,169.231.69.55,1,17,0,1/16/2025 12:33,R_3a84gcdMdBmEYwx,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24758257
1/9/2025 14:43,1/9/2025 14:44,0,169.231.128.48,1,54,0,1/16/2025 14:44,R_5tuinwrhRbc8DKf,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24715874
1/9/2025 15:23,1/9/2025 15:24,0,169.231.149.9,1,60,0,1/16/2025 15:24,R_7qqYEmv4SkBSb2J,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24156261
1/16/2025 15:27,1/16/2025 15:32,0,172.56.186.223,100,310,1,1/16/2025 15:32,R_5Bf2eI6AFmPxAul,,,,,34.2271,-118.4501,qr,EN,1,19,0,1,,0,,1,,1,,,,,1,,,12,6,0,1,,,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,7,6,6,6,8,7,6,6,6,6,9,8,7,9,7,7,9,7,6,7,6,6,6,6,6,5,6,6,5,7,8,7,8,5,9,7,3,5,5,6,11,11,8,9,10,9,9,8,7,8,6,3,5,6,6,3,8,7,f24913673
