"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","mPIN"
300,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,10,8,9,8,8,10,6,7,8,9,7,6,7,10,8,8,7,8,5,7,5,6,7,8,6,7,5,5,7,7,2
353,0,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,9,8,6,7,6,4,7,5,7,7,6,1,4,8,7,9,7,8,9,7,5,8,8,10,6,6,1,4,9,9,NA
381,0,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,7,6,9,7,9,4,9,10,10,9,6,7,5,9,6,8,8,9,8,7,6,8,9,9,9,9,5,5,8,7,7,222
270,0,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,5,5,7,3,5,5,6,7,4,6,7,5,9,5,5,5,6,4,5,7,5,5,5,6,7,7,6,6,8,6,6,119
357,0,21,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,5,9,7,4,9,7,6,8,7,9,8,7,1,7,9,6,9,7,5,7,10,8,7,8,10,9,8,2,6,8,8,14
393,0,26,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,7,8,6,7,7,6,6,6,6,7,9,8,6,6,5,7,8,6,6,6,4,7,6,5,6,9,4,4,4,175
451,0,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,4,6,8,5,8,6,8,7,8,8,9,8,5,10,7,7,7,10,7,8,7,9,7,10,9,10,7,8,9,9,7,164
368,0,24,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,7,8,7,4,8,6,8,10,9,8,7,8,2,7,6,8,7,9,6,7,6,6,9,7,9,4,7,2,7,6,7,161
455,0,22,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,12,1,10,8,7,6,10,7,9,6,8,9,7,5,9,7,6,10,9,6,9,2,9,8,8,7,7,9,6,6,7,9,221
380,0,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,6,6,4,7,6,3,7,6,5,3,6,4,6,5,7,6,8,5,5,7,8,6,7,7,6,7,7,6,7,7,7,10
351,0,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,1,5,5,5,6,2,5,4,6,4,3,6,3,5,6,4,5,6,5,5,5,6,5,6,3,5,5,3,6,6,4,NA
354,0,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,3,8,2,3,4,6,8,5,6,4,6,3,1,4,5,5,6,6,4,4,7,5,4,5,7,4,5,0,5,5,4,188
330,0,23,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,6,9,5,6,8,8,9,7,7,6,4,9,5,5,6,7,5,4,4,5,4,6,5,3,3,4,7,2,3,4,178
496,0,22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,5,6,7,6,7,7,4,6,4,7,4,7,5,6,8,3,7,5,4,8,5,4,5,7,6,6,3,6,5,5,121
267,0,25,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,2,5,4,4,5,6,5,6,5,6,7,7,3,8,8,5,6,5,5,6,6,6,5,7,7,8,8,0,5,9,6,240
324,0,23,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,12,4,7,4,6,6,4,7,6,4,5,4,8,5,5,5,6,4,5,4,4,3,4,7,5,5,6,6,6,5,5,5,59
442,0,24,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,9,6,6,5,8,9,8,6,7,9,6,7,7,8,6,8,6,4,5,9,6,8,7,8,7,8,6,6,8,7,91
419,0,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,6,7,6,4,6,6,7,6,7,5,5,4,5,6,7,7,7,5,6,6,7,6,7,7,4,7,3,4,4,8,75
278,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,6,8,9,6,7,7,9,8,9,10,7,8,1,8,8,9,8,9,6,6,6,8,9,8,8,5,8,2,6,6,7,216
253,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,8,6,9,7,8,9,9,10,9,7,5,8,10,9,9,9,9,10,7,9,9,8,10,10,10,6,7,10,10,149
275,0,23,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,4,9,5,4,7,6,4,6,4,5,6,6,6,5,5,4,4,5,3,7,5,4,5,5,6,6,6,6,6,217
396,0,19,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,7,4,5,5,6,8,5,6,7,8,6,4,6,7,5,6,6,5,2,5,9,6,4,7,6,3,5,5,5,55
274,0,18,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,6,6,10,9,9,7,7,8,7,8,7,7,9,7,6,6,5,7,7,9,6,7,7,8,8,8,9,5,8,6,52
269,0,20,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,10,10,8,9,8,9,10,10,10,7,10,6,10,9,10,10,9,7,10,7,10,10,10,10,6,10,5,10,8,10,47
363,0,23,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,10,8,8,8,6,6,6,9,9,10,5,9,8,7,6,7,7,5,4,5,5,6,7,8,7,4,6,8,6,128
341,0,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,5,8,5,6,8,7,8,8,9,10,6,6,8,6,6,7,8,7,7,9,7,7,8,8,10,7,5,8,7,7,191
459,0,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,3,6,7,5,4,3,4,5,6,4,5,4,6,1,4,3,4,6,6,4,4,5,4,5,5,6,5,4,3,5,4,90
272,0,25,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,13,4,9,9,6,9,7,7,10,9,8,10,6,8,8,10,8,10,7,8,10,8,7,10,9,9,10,10,7,8,10,7,214
462,0,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3,6,8,8,8,7,10,6,7,9,5,9,6,8,4,9,8,9,5,5,8,9,4,6,6,6,7,6,6,5,8,7,194
395,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,5,6,5,6,6,5,7,7,6,6,7,7,4,6,7,6,8,6,3,7,5,8,6,7,5,7,6,5,5,7,7,147
440,0,18,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,10,6,10,7,8,9,7,8,7,9,8,7,6,7,8,9,9,8,8,7,7,8,7,8,6,10,8,5,8,38
362,0,18,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,7,7,9,9,8,10,10,8,10,10,10,10,10,10,8,10,7,10,9,8,10,9,9,10,8,10,9,10,8,9,10,182
366,0,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,3,7,8,8,8,7,6,8,10,8,5,7,4,8,10,8,10,7,8,8,8,8,7,7,7,4,7,1,5,9,6,198
266,0,18,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,6,6,7,5,8,5,5,5,5,5,6,4,7,7,5,5,6,7,7,8,5,6,5,6,5,7,5,6,8,5,139
406,0,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,4,9,8,4,10,6,8,9,8,9,7,9,5,10,10,8,9,9,6,8,9,9,10,9,9,8,8,3,7,7,8,131
342,0,21,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,6,8,5,6,5,5,7,7,5,4,3,6,5,6,7,8,7,8,7,5,7,8,7,5,6,6,6,7,8,100
321,0,18,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,5,9,8,5,9,9,7,7,9,8,7,7,5,9,8,8,9,8,7,7,9,6,5,6,9,7,8,4,6,6,6,170
382,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,7,5,8,8,6,5,7,4,6,6,7,6,8,6,8,7,7,6,6,6,7,7,3,6,5,9,6,8,5,7,6,233
445,0,20,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,7,6,5,7,5,7,7,7,8,9,7,7,7,6,9,5,7,5,7,6,6,5,6,8,8,8,3,4,6,5,129
287,0,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,4,7,4,5,7,6,4,6,4,4,7,1,5,7,6,5,7,3,7,6,9,6,8,6,6,6,5,8,5,7,239
398,0,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,3,8,7,7,5,6,6,6,6,8,4,5,5,4,7,5,6,6,7,6,6,5,6,6,9,5,5,6,4,6,32
426,0,22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,5,6,5,3,8,6,4,6,5,5,5,2,4,6,6,7,5,5,6,8,9,5,6,6,5,7,2,5,6,6,196
418,0,20,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,6,6,8,7,6,6,8,8,7,5,5,7,2,7,6,6,6,7,8,4,5,8,8,8,7,3,6,2,8,5,7,140
443,0,25,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,11,7,5,7,6,5,7,7,7,7,6,7,6,9,5,6,8,5,6,6,4,6,6,6,4,5,6,6,9,5,4,6,189
283,0,24,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,6,9,6,8,7,7,9,9,9,10,6,10,10,8,7,7,8,7,7,9,7,8,7,7,10,7,10,7,9,7,1
421,0,25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,8,5,6,4,6,5,9,7,6,6,6,6,5,6,5,7,5,5,3,6,5,7,5,5,6,7,7,5,6,3
463,0,18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,4,8,8,8,8,7,5,6,6,7,5,9,5,8,8,8,8,6,6,8,4,5,6,9,10,8,6,5,8,7,85
460,0,22,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,8,8,6,8,9,6,7,5,9,6,6,5,8,6,7,8,9,7,8,7,6,9,6,7,8,8,7,4,7,8,169
256,0,23,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,9,9,8,7,9,10,7,10,7,7,9,2,8,5,9,8,10,9,8,4,6,8,9,9,7,8,1,6,8,6,94
373,0,21,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,7,6,6,8,7,8,7,8,8,7,6,0,8,9,6,7,6,7,8,7,7,8,5,6,8,6,2,8,7,8,205
290,0,22,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,5,6,5,5,6,6,4,7,5,6,5,5,5,6,5,4,6,5,2,4,5,6,5,4,3,7,6,2,5,115
299,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,10,8,5,8,8,9,9,8,10,10,10,7,10,10,8,8,8,7,9,10,9,10,10,9,10,9,9,10,10,7,150
314,0,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,8,7,6,5,5,5,7,5,6,4,6,4,6,6,6,8,7,5,6,4,4,6,6,7,4,6,0,5,8,5,31
447,0,23,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,6,5,0,4,3,6,5,3,5,6,5,2,5,7,4,7,5,2,3,5,4,6,6,6,5,6,1,4,5,5,70
444,0,24,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,7,7,9,8,8,8,8,7,9,9,6,7,5,7,6,7,4,3,6,2,4,6,4,5,8,5,5,6,4,4,249
394,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,2,3,9,9,8,10,10,10,6,10,9,10,8,7,9,10,8,9,9,7,9,10,8,6,9,7,10,9,6,8,10,8,86
338,0,22,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,6,5,5,7,4,5,5,5,7,5,5,4,5,4,6,2,5,6,6,5,6,7,6,6,7,2,5,6,2,4,244
457,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,5,4,4,5,4,5,3,4,4,6,6,8,6,8,6,6,7,9,7,6,6,7,6,6,9,8,8,7,9,7,92
435,0,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,10,8,9,8,7,10,9,10,10,9,10,7,7,10,10,7,6,8,8,6,8,9,8,8,9,8,5,7,7,7,111
411,0,18,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,3,6,4,3,4,4,5,6,4,4,4,5,2,4,7,7,5,5,4,5,5,7,6,7,6,2,7,3,8,4,7,138
260,0,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,6,6,4,5,8,4,5,3,8,6,4,4,6,6,4,6,7,6,7,5,4,8,5,8,6,8,4,7,9,6,124
399,0,20,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,7,9,10,7,8,10,9,10,6,8,8,7,10,9,6,7,9,9,9,7,10,5,10,9,10,10,8,6,7,7,10,89
312,0,25,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,7,2,3,7,4,7,4,7,5,5,3,5,5,6,6,6,6,7,4,6,9,6,6,6,7,4,4,7,6,195
355,0,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,3,6,5,4,3,7,6,4,5,4,5,2,3,2,1,4,8,6,4,7,5,8,5,8,5,7,6,4,5,7,6,134
383,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,5,7,7,7,5,8,6,7,6,7,8,6,6,2,9,9,6,7,9,7,7,6,9,7,8,8,6,8,3,6,9,6,144
348,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,5,5,6,3,7,3,6,7,5,4,5,7,6,6,7,6,5,6,5,5,6,7,5,4,4,2,6,6,6,5,7,154
311,0,24,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,7,8,7,7,6,4,7,8,8,6,6,6,8,7,5,7,5,5,7,6,5,5,4,6,5,5,4,5,4,6,107
423,0,19,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,8,7,6,7,8,5,6,4,8,9,5,4,5,5,5,7,7,8,9,7,5,6,4,8,9,6,7,6,7,6,122
374,0,23,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,4,8,5,8,6,8,6,4,6,6,9,8,7,5,7,8,7,9,7,9,7,5,6,7,10,10,7,8,8,9,7,64
441,0,23,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,7,6,5,7,2,6,8,5,6,6,8,5,3,4,7,4,6,4,6,3,6,7,5,4,5,6,5,4,4,5,67
259,0,23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,9,9,6,6,10,7,9,10,10,8,7,5,10,10,7,10,10,9,7,10,9,9,10,8,9,9,2,9,10,8,105
345,0,23,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,7,9,8,8,8,5,5,8,7,7,8,6,5,4,8,6,7,6,8,7,7,5,8,3,6,5,6,3,4,7,8,104
257,0,24,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,6,6,8,5,5,7,5,7,6,7,8,7,9,6,5,7,7,5,8,7,9,5,7,4,7,9,7,9,6,6,7,248
401,0,24,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,8,3,6,5,8,6,7,6,5,7,5,2,4,5,6,7,3,3,7,6,4,7,3,7,8,5,0,4,5,5,41
